,page,incidentType,date,dateReported,dateOfIncident,location,otherIncidentType
0,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-26-2,Uttering Threats,2021-01-26T15:57:00.000-05:00,2021-01-18T19:45:00.000-05:00,2021-01-18T19:45:00.000-05:00,Dundas Street East and Mutual Street,
1,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-26,Robbery,2021-01-26T15:54:00.000-05:00,2021-01-18T00:15:00.000-05:00,2021-01-18T00:15:00.000-05:00,Yonge Street and Gould Street,
2,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-5,Other,2021-01-15T13:47:00.000-05:00,2021-01-14T13:00:00.000-05:00,2021-01-12T14:45:00.000-05:00,Yonge Street and Dundas Street West,Toronto Police Service News Release
3,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-4,Criminal Harassment,2021-01-15T13:45:00.000-05:00,2021-01-09T17:30:00.000-05:00,2021-01-09T17:15:00.000-05:00,Gerrard Street East and Church Street,
4,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-3,Assault,2021-01-15T13:41:00.000-05:00,2021-01-03T17:30:00.000-05:00,2021-01-03T17:30:00.000-05:00,Gould Street and Bond Street,
5,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15-2,Indecent Act,2021-01-15T13:39:00.000-05:00,2021-01-01T02:15:00.000-05:00,2021-01-01T02:15:00.000-05:00,Gerrard Street East and Mutual Street,
6,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/01/security-incident-january-15,Assault,2021-01-15T13:35:00.000-05:00,2020-12-19T09:30:00.000-05:00,2020-12-19T09:30:00.000-05:00,Kerr Hall Quad,
7,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/02/security-incident-february-19,Assault,2021-02-19T11:13:00.000-05:00,2021-02-12T01:00:00.000-05:00,2021-02-12T01:00:00.000-05:00,Bond Street and Gould Street,
8,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-28,Assault,2021-07-28T11:36:00.000-04:00,2021-07-26T13:15:00.000-04:00,2021-07-26T13:15:00.000-04:00,Yonge Street and Gould Street,
9,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-23,Uttering Threats,2021-07-23T18:10:00.000-04:00,2021-07-17T21:30:00.000-04:00,2021-07-17T21:30:00.000-04:00,Victoria Street and Gould Street,
10,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-22-2,Assault,2021-07-22T14:08:00.000-04:00,2021-07-19T18:45:00.000-04:00,2021-07-19T18:45:00.000-04:00,Gerrard Street East and Nelson Mandela Walk,
11,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-22,Robbery,2021-07-22T14:06:00.000-04:00,2021-07-20T17:00:00.000-04:00,2021-07-19T02:30:00.000-04:00,Gould Street and Yonge Street,
12,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-19,Assault,2021-07-19T18:12:00.000-04:00,2021-07-14T17:15:00.000-04:00,2021-07-13T15:30:00.000-04:00,Dundas Street East and Victoria Street,
13,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-15-2,Uttering Threats,2021-07-15T13:10:00.000-04:00,2021-07-13T20:45:00.000-04:00,2021-07-13T20:45:00.000-04:00,Yonge Street and Gould Street,
14,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-15,Assault,2021-07-15T13:07:00.000-04:00,2021-07-02T22:30:00.000-04:00,2021-07-02T22:30:00.000-04:00,Yonge Street and Gerrard Street,
15,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-13-2,Criminal Harassment,2021-07-13T13:36:00.000-04:00,2021-07-07T17:30:00.000-04:00,2021-07-07T17:30:00.000-04:00,Gerrard Street East and Nelson Mandela Walk,
16,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-13,Assault,2021-07-13T13:35:00.000-04:00,2021-07-06T18:15:00.000-04:00,2021-07-06T06:15:00.000-04:00,Gould Street and Bond Street,
17,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-5,Robbery: Suspect Arrested,2021-07-08T15:08:00.000-04:00,2021-07-03T15:30:00.000-04:00,2021-07-03T15:30:00.000-04:00,Bond Street and Gould Street,
18,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-4,Assault,2021-07-08T15:03:00.000-04:00,2021-07-03T13:00:00.000-04:00,2021-07-03T13:00:00.000-04:00,Gould Street and Yonge Street,
19,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-3,Indecent Act,2021-07-08T15:01:00.000-04:00,2021-07-03T01:00:00.000-04:00,2021-07-03T01:00:00.000-04:00,Victoria Street and Dundas Street East,
20,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8-2,Assault: Suspect Arrested,2021-07-08T15:00:00.000-04:00,2021-06-30T19:00:00.000-04:00,2021-06-30T19:00:00.000-04:00,Bond Street and Gould Street,
21,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-8,Assault,2021-07-08T14:59:00.000-04:00,2021-06-17T12:45:00.000-04:00,2021-06-17T12:45:00.000-04:00,Victoria Street and Dundas Street East,
22,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-6,Indecent Act,2021-07-07T16:27:00.000-04:00,2021-06-25T06:30:00.000-04:00,2021-06-25T06:30:00.000-04:00,Gould Street and Yonge Street,
23,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-5,Robbery,2021-07-07T16:24:00.000-04:00,2021-06-25T12:45:00.000-04:00,2021-06-25T12:45:00.000-04:00,Gould Street and Yonge Street,
24,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-4,Assault,2021-07-07T16:22:00.000-04:00,2021-06-25T16:30:00.000-04:00,2021-06-25T16:30:00.000-04:00,Gould Street and Yonge Street,
25,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-3,Assault,2021-07-07T16:20:00.000-04:00,2021-06-24T11:15:00.000-04:00,2021-06-24T11:15:00.000-04:00,Kerr Hall Quad,
26,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7-2,Assault,2021-07-07T16:16:00.000-04:00,2021-06-18T18:15:00.000-04:00,2021-06-18T18:15:00.000-04:00,Gould Street and Yonge Street,
27,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-7,Assault,2021-07-07T16:05:00.000-04:00,2021-06-10T12:45:00.000-04:00,2021-06-10T12:45:00.000-04:00,Nelson Mandela Walk and Gould Street,
28,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-25,Assault: Suspect Arrested,2021-07-06T18:33:00.000-04:00,2021-06-09T21:45:00.000-04:00,2021-06-09T21:45:00.000-04:00,Nelson Mandela Walk and Gerrard Street,
29,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-24,Assault,2021-07-06T18:31:00.000-04:00,2021-06-09T12:30:00.000-04:00,2021-06-09T12:30:00.000-04:00,Victoria Street and Gould Street,
30,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-23,Robbery,2021-07-06T18:28:00.000-04:00,2021-06-08T22:15:00.000-04:00,2021-06-08T22:15:00.000-04:00,Gould Street and Yonge Street,
31,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-22,Criminal Harassment,2021-07-06T18:26:00.000-04:00,2021-06-05T12:45:00.000-04:00,2021-06-05T12:45:00.000-04:00,Victoria Street and Gould Street,
32,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-21,Assault,2021-07-06T18:25:00.000-04:00,2021-06-01T11:15:00.000-04:00,2021-05-31T20:30:00.000-04:00,Church Street and Gould Street,
33,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-20,Assault,2021-07-06T18:24:00.000-04:00,2021-05-29T09:30:00.000-04:00,2021-05-29T09:30:00.000-04:00,O’Keefe Laneway and Gould Street,
34,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-19,Assault,2021-07-06T18:22:00.000-04:00,2021-05-28T12:15:00.000-04:00,2021-05-28T12:15:00.000-04:00,Yonge Street and Gould Street,
35,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-18,Assault,2021-07-06T18:21:00.000-04:00,2021-05-21T23:15:00.000-04:00,2021-05-21T23:15:00.000-04:00,Nelson Mandela Walk and Gould Street,
36,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-17,Assault: Suspect Arrested,2021-07-06T18:20:00.000-04:00,2021-05-20T14:15:00.000-04:00,2021-05-20T14:15:00.000-04:00,Gould Street and Yonge Street,
37,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-16,Assault,2021-07-06T18:18:00.000-04:00,2021-05-17T20:15:00.000-04:00,2021-05-17T20:15:00.000-04:00,Gould Street and Yonge Street,
38,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-15,Assault,2021-07-06T18:17:00.000-04:00,2021-05-17T07:15:00.000-04:00,2021-05-17T07:15:00.000-04:00,Victoria Street and Gould Street,
39,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-14,Robbery,2021-07-06T18:13:00.000-04:00,2021-05-14T15:30:00.000-04:00,2021-05-14T15:30:00.000-04:00,Nelson Mandela Walk and Gerrard Street East,
40,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-13,Assault,2021-07-06T18:12:00.000-04:00,2021-05-14T14:15:00.000-04:00,2021-05-14T14:15:00.000-04:00,O’Keefe Laneway and Gould Street,
41,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-12,Assault,2021-07-06T18:11:00.000-04:00,2021-05-14T12:30:00.000-04:00,2021-05-14T12:30:00.000-04:00,Victoria Street and Gould Street,
42,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-11,Assault,2021-07-06T18:09:00.000-04:00,2021-05-11T15:30:00.000-04:00,2021-05-11T15:30:00.000-04:00,Gould Street and Bond Street,
43,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-10,Assault,2021-07-06T18:08:00.000-04:00,2021-04-30T22:45:00.000-04:00,2021-04-30T22:45:00.000-04:00,Nelson Mandela Walk and Gould Street,
44,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-9,Robbery,2021-07-06T18:04:00.000-04:00,2021-04-28T14:30:00.000-04:00,2021-04-27T14:45:00.000-04:00,Gerrard Street East and Nelson Mandela Walk,
45,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-8,Assault: Suspect Arrested,2021-07-06T18:00:00.000-04:00,2021-04-25T20:00:00.000-04:00,2021-04-25T20:00:00.000-04:00,Victoria Street and Gould Street,
46,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-7,Assault,2021-07-06T17:59:00.000-04:00,2021-04-05T14:45:00.000-04:00,2021-03-29T21:15:00.000-04:00,Gerrard Street East and Yonge Street,
47,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-6,Uttering Threats,2021-07-06T17:57:00.000-04:00,2021-03-25T15:00:00.000-04:00,2021-03-25T14:30:00.000-04:00,Yonge Street and  Gould Street,
48,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-5,Mischief,2021-07-06T17:56:00.000-04:00,2021-03-25T23:30:00.000-04:00,2021-03-25T23:30:00.000-04:00,Church Street and Gould Street,
49,/content/ryerson/community-safety-security/security-incidents/list-of-security-incidents/2021/07/security-incident-july-6-4,Assault,2021-07-06T17:55:00.000-04:00,2021-03-23T12:15:00.000-04:00,2021-03-23T12:00:00.000-04:00,Mutual Street and Gould Street,
